task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
Examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems.,examine work order and converse with equipment operator to detect equipment problem and to ascertain whether mechanical or human error contribute to the problem,0.0050813670180193,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",883.0,Core,110.0,07/2014,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.004178993805445335,0.005105955114726883,U.S.,59990.0,2.4,35.07,72950,0.7,21.63,27.28,34.28,40.94,49.55,44980,56750,71300,85160,103060,,,2.7504253846153848,0.7661818192307692,7.762471342307692,3.86,3.3086,4.4138,94.51,73.1931,99.0864
"Analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",analyze test datum to diagnose malfunction to determine performance characteristic of system or to evaluate effect of system modification,0.0057328243280217,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",11748.0,Core,126.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.00471476224204083,0.005760564744819999,U.S.,23040.0,2.4,46.86,97460,0.7,29.24,38.43,48.53,55.16,61.53,60820,79930,100940,114740,127970,,,2.0146673076923074,0.846548676923077,4.467548638461539,4.24,3.9548,4.5152,83.96,65.0611,93.6344
"Construct, test, maintain, and repair substation relay and control systems.",construct test maintain and repair substation relay and control system,0.0058631157900222,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",11742.0,Core,126.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.004821915929359945,0.005891486670838641,U.S.,23040.0,2.4,46.86,97460,0.7,29.24,38.43,48.53,55.16,61.53,60820,79930,100940,114740,127970,,,1.2934957692307694,0.45754802692307694,3.7579230769230767,4.11,3.6639,4.551,65.5,48.0417,79.5885
Replace and clean electrical or electronic components.,replace and clean electrical or electronic component,0.0024755377780094,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",13733.0,Core,124.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.00203592005906311,0.0024875165943541197,U.S.,10140.0,6.7,24.16,50240,2.5,15.23,19.21,23.05,28.32,33.89,31680,39970,47940,58900,70480,,,1.5970415384615384,0.7203387038461538,3.3929581423076924,3.86,3.5947,4.1279,90.11,72.6022,96.9047
"Install, service, and repair electronic equipment or instruments such as televisions, radios, and videocassette recorders.",install service and repair electronic equipment or instrument such as television radio and videocassette recorder,0.0248856692420945,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,13738.0,Core,110.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.020466354277950214,0.02500608786955984,U.S.,22170.0,5.7,26.8,55740,2.2,17.46,20.83,24.34,30.41,39.5,36310,43330,50620,63250,82150,,,3.660628461538461,2.225728546153846,5.69402683076923,4.39,4.2519,4.5334,93.25,75.7065,98.3942
"Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings.",tune or adjust equipment and instrument to obtain optimum visual or auditory reception accord to specification manual and drawing,0.0033875780120128,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,13741.0,Core,110.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0027859958702968353,0.003403970076484522,U.S.,22170.0,5.7,26.8,55740,2.2,17.46,20.83,24.34,30.41,39.5,36310,43330,50620,63250,82150,,,3.280764230769231,1.3080071,6.954753361538461,3.84,3.4839,4.1888,83.13,67.0934,92.2545
Instruct customers on the safe and proper use of equipment.,instruct customer on the safe and proper use of equipment,0.0019543719300074,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,13742.0,Core,110.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,22170.0,5.7,26.8,55740,2.2,17.46,20.83,24.34,30.41,39.5,36310,43330,50620,63250,82150,,,2.209261153846154,0.8739373923076922,4.901532053846154,3.97,3.711,4.2236,95.33,76.9286,99.2049
"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",read and interpret electronic circuit diagram function block diagram specification engineering drawing and service manual,0.012638271814048,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,13744.0,Core,109.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.01039390766995378,0.012699426823807886,U.S.,22170.0,5.7,26.8,55740,2.2,17.46,20.83,24.34,30.41,39.5,36310,43330,50620,63250,82150,,,1.9858630769230767,0.6153587192307692,5.302007680769231,3.91,2.9628,4.8655,92.77,77.978,97.8955
"Calibrate and test equipment, and locate circuit and component faults, using hand and power tools and measuring and testing instruments such as resistance meters and oscilloscopes.",calibrate and test equipment and locate circuit and component fault use hand and power tool and measure and test instrument such as resistance meter and oscilloscope,0.0031269950880118,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,13739.0,Core,110.0,06/2007,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.002571688495658605,0.0031421262244472354,U.S.,22170.0,5.7,26.8,55740,2.2,17.46,20.83,24.34,30.41,39.5,36310,43330,50620,63250,82150,,,2.8309457692307696,1.1802025846153845,5.9479659307692305,4.02,3.4633,4.5835,74.23,56.4146,86.5034
"Demonstrate systems for customers and explain details, such as the causes and consequences of false alarms.",demonstrate system for customer and explain detail such as the cause and consequence of false alarm,0.0020846633920079,49-2098,Security and Fire Alarm Systems Installers,11767.0,Core,68.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.001714458997105764,0.0020947508162981908,U.S.,81510.0,2.3,28.87,60040,0.8,18.47,22.76,28.51,34.3,39.41,38410,47330,59300,71340,81980,,,0.5424715384615384,0.30802527307692307,0.8603814115384616,4.43,4.298,4.5675,99.24,94.2445,99.9033
"Prepare documents, such as invoices or warranties.",prepare document such as invoice or warranty,0.0020846633920079,49-2098,Security and Fire Alarm Systems Installers,11772.0,Supplemental,68.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.001714458997105764,0.0020947508162981908,U.S.,81510.0,2.3,28.87,60040,0.8,18.47,22.76,28.51,34.3,39.41,38410,47330,59300,71340,81980,,,0.5382773076923077,0.20523085384615386,1.2748711961538461,4.1,3.7401,4.4517,58.24,34.7805,78.4837
Keep informed of new products and developments.,keep inform of new product and development,0.0035178694740133,49-2098,Security and Fire Alarm Systems Installers,11769.0,Core,68.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0028931495576159506,0.0035348920025031648,U.S.,81510.0,2.3,28.87,60040,0.8,18.47,22.76,28.51,34.3,39.41,38410,47330,59300,71340,81980,,,0.39716076923076926,0.1784259230769231,0.8191622615384615,3.79,3.3941,4.1916,91.69,72.5642,97.8716
Consult with clients to assess risks and to determine security requirements.,Consult with client to assess risk and to determine security requirement,0.0263188753241,49-2098,Security and Fire Alarm Systems Installers,11768.0,Core,67.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.021645044838460484,0.026446229055764915,U.S.,81510.0,2.3,28.87,60040,0.8,18.47,22.76,28.51,34.3,39.41,38410,47330,59300,71340,81980,,,0.6536688461538462,0.3347002,1.400754726923077,4.04,3.8717,4.2168,69.94,35.6922,90.7004
"Measure parts for wear, using precision instruments.",measure part for wear use precision instrument,0.0024755377780094,49-3011,Aircraft Mechanics and Service Technicians,9955.0,Core,91.0,07/2013,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.00203592005906311,0.0024875165943541197,U.S.,136390.0,1.2,38.84,80780,0.8,22.97,29.77,37.83,45.7,57.73,47790,61920,78680,95050,120080,,,0.9850915384615385,0.46485252307692304,2.026909773076923,4.44,4.168,4.7155,96.19,86.5992,98.9942
"Read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components.",read and interpret maintenance manual service bulletin and other specification to determine the feasibility and method of repair or replace malfunctioning or damaged component,0.0095112767260361,49-3011,Aircraft Mechanics and Service Technicians,9946.0,Core,89.0,07/2013,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.007822219174295094,0.00955730059936055,U.S.,136390.0,1.2,38.84,80780,0.8,22.97,29.77,37.83,45.7,57.73,47790,61920,78680,95050,120080,,,3.0910565384615385,1.4492944846153848,6.0145949000000005,4.47,4.2829,4.658,100.0,,
Confer with customers to obtain descriptions of vehicle problems and to discuss work to be performed and future repair requirements.,confer with customer to obtain description of vehicle problem and to discuss work to be perform and future repair requirement,0.0029967036260113,49-3023,Automotive Master Mechanics,2965.0,Core,83.0,06/2009,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.002464534808339489,0.003011204298428592,U.S.,688840.0,0.6,26.57,55260,0.3,16.18,18.34,23.88,31.57,38.87,33660,38140,49670,65660,80850,,,1.990485,0.9930960346153845,4.05594305,4.24,4.0083,4.4715,89.94,80.855,94.9801
"Plan work procedures, using charts, technical manuals, and experience.",plan work procedure use chart technical manual and experience,0.0048207840940183,49-3023,Automotive Master Mechanics,2963.0,Core,84.0,06/2009,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.003964686430807105,0.0048441112626895965,U.S.,688840.0,0.6,26.57,55260,0.3,16.18,18.34,23.88,31.57,38.87,33660,38140,49670,65660,80850,,,2.5707884615384615,1.4162752423076923,4.477192969230769,4.12,3.7865,4.4507,91.53,83.6762,95.7943
Review work orders and discuss work with supervisors.,review work order and discuss work with supervisor,0.0035178694740133,49-3023,Automotive Master Mechanics,2961.0,Core,83.0,06/2009,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0028931495576159506,0.0035348920025031648,U.S.,688840.0,0.6,26.57,55260,0.3,16.18,18.34,23.88,31.57,38.87,33660,38140,49670,65660,80850,,,3.9124184615384614,2.3618267115384617,6.09759605,4.34,4.1318,4.5397,95.25,74.3707,99.2839
"Inspect, test, and listen to defective equipment to diagnose malfunctions, using test instruments such as handheld computers, motor analyzers, chassis charts, and pressure gauges.",inspect test and listen to defective equipment to diagnose malfunction use test instrument such as handheld computer motor analyzer chassis chart and pressure gauge,0.0045602011700173,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2987.0,Core,104.0,07/2013,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.003750379056168874,0.004582267410652311,U.S.,287230.0,1.0,30.04,62480,0.3,20.04,23.68,29.15,35.43,41.34,41670,49240,60640,73690,85980,,,,,,,,,,,
Inspect and verify dimensions and clearances of parts to ensure conformance to factory specifications.,inspect and verify dimension and clearance of part to ensure conformance to factory specification,0.0356998605881356,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2989.0,Core,104.0,07/2013,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.029360110325436464,0.035872607729106824,U.S.,287230.0,1.0,30.04,62480,0.3,20.04,23.68,29.15,35.43,41.34,41670,49240,60640,73690,85980,,,0.7137576923076923,0.30238892307692306,2.1967082307692305,3.96,3.7043,4.2206,91.45,78.7094,96.8679
"Examine parts for damage or excessive wear, using micrometers and gauges.",examine part for damage or excessive wear use micrometer and gauge,0.0067751560240257,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",3006.0,Core,89.0,06/2009,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.005571991740593753,0.006807940152969144,U.S.,180270.0,1.6,32.49,67580,0.9,21.85,25.72,30.76,37.54,44.41,45450,53500,63980,78090,92360,,,0.8979073076923076,0.4211782461538462,1.9808047038461538,4.02,3.6693,4.3762,97.94,91.8857,99.5026
"Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",listen to engine examine vehicle frame or confer with customer to determine nature and extent of malfunction or damage,0.0019543719300074,49-3052,Motorcycle Mechanics,8355.0,Core,62.0,07/2014,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,14010.0,3.6,23.87,49650,0.7,15.27,18.4,22.69,28.31,33.76,31770,38270,47200,58880,70210,,,3.2407315384615387,1.8126711038461538,5.566511926923077,4.51,4.1681,4.8472,100.0,,
"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage.",confer with customer read work order or examine vehicle need repair to determine the nature and extent of damage,0.0024755377780094,49-3092,Recreational Vehicle Service Technicians,10008.0,Core,109.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.00203592005906311,0.0024875165943541197,U.S.,18710.0,4.3,26.63,55380,1.2,17.06,20.85,24.3,30.43,36.85,35480,43370,50540,63300,76650,,,3.382436153846154,1.9206693884615385,5.600153126923077,4.19,3.9323,4.452,93.32,77.6097,98.2557
"Make adjustments to meter components, such as setscrews or timing mechanisms, so that they conform to specifications.",make adjustment to meter component such as setscrew or timing mechanism so that they conform to specification,0.0027361207020103,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",11791.0,Supplemental,150.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0022502274337012585,0.002749360446391306,U.S.,46920.0,2.6,36.52,75970,0.7,21.08,25.51,35.91,46.83,52.43,43840,53060,74690,97400,109050,,,0.2781273076923077,0.10565706538461539,0.7952411615384616,3.57,3.303,3.8291,46.16,28.1251,65.2622
"Install, inspect and test electric meters, relays, and power sources to detect causes of malfunctions and inaccuracies, using hand tools and testing equipment.",install inspect and test electric meter relay and power source to detect cause of malfunction and inaccuracy use hand tool and testing equipment,0.0019543719300074,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",11794.0,Supplemental,149.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations",1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,46920.0,2.6,36.52,75970,0.7,21.08,25.51,35.91,46.83,52.43,43840,53060,74690,97400,109050,,,0.8402307692307692,0.3767307,1.7590751346153846,3.98,3.7582,4.1946,44.6,23.7754,67.5055
