task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Confer with managerial or technical personnel, other departments, or contractors to resolve problems or to coordinate activities.",confer with managerial or technical personnel other department or contractor to resolve problem or to coordinate activity,0.011335357194043,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11427.0,Core,131.0,07/2012,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0093223707967626,0.0113902075636214,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,0.9280657692307692,0.5424738653846154,2.132495034615385,3.91,3.6315,4.1909,96.07,85.2904,99.0398,False
"Record information such as personnel, production, or operational data on specified forms or reports.",record information such as personnel production or operational datum on specify form or report,0.0093809852640356,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11431.0,Core,131.0,07/2012,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0077150654869759,0.0094263786733419,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,0.7253746153846155,0.4551674269230769,1.1978305807692309,3.64,3.3357,3.9355,93.53,83.19,97.6858,False
"Read specifications, such as blueprints, to determine construction requirements or to plan procedures.",read specification such as blueprint to determine construction requirement or to plan procedure,0.0045602011700173,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11424.0,Core,132.0,07/2012,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0037503790561688,0.0045822674106523,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,3.375846923076923,1.958986896153846,5.459639284615385,4.37,4.1352,4.6137,93.81,83.4445,97.8493,False
"Monitor work of contractors and subcontractors to ensure projects conform to plans, specifications, schedules, or budgets.",Monitor work of contractor and subcontractor to ensure project conform to plan specification schedule or budget,0.0056025328660212,47-1011,Solar Energy Installation Managers,17730.0,Core,67.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0046076085547217,0.0056296428188013,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,1.0914376923076925,0.41686495,2.971352284615385,3.76,3.3606,4.1686,76.94,48.8075,92.1103,False
"Provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, and mechanical systems.",provide technical assistance to installer technician or other solar professional in area such as solar electric system solar thermal system electrical system and mechanical system,0.0045602011700173,47-1011,Solar Energy Installation Managers,17732.0,Core,67.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0037503790561688,0.0045822674106523,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,1.7802219572649571,,,4.017111111111111,,,85.15355555555556,,,True
"Study specifications in blueprints, sketches, or building plans to prepare project layout and determine dimensions and materials required.",study specification in blueprint sketch or building plan to prepare project layout and determine dimension and material require,0.0066448645620252,47-2031,Construction Carpenters,850.0,Core,120.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0054648380532746,0.0066770182269505,U.S.,697740.0,1.2,30.79,64040.0,0.5,18.64,22.86,28.51,36.36,47.3,38760.0,47550.0,59310.0,75620.0,98370.0,,,2.513262692307692,1.3947239192307692,4.462303246153846,4.36,4.159,4.5676,88.24,67.6341,96.4195,False
Prepare cost estimates for clients or employers.,prepare cost estimate for client or employer,0.0061236987140232,47-2031,Construction Carpenters,859.0,Supplemental,122.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0050362233039981,0.0061533305228759,U.S.,697740.0,1.2,30.79,64040.0,0.5,18.64,22.86,28.51,36.36,47.3,38760.0,47550.0,59310.0,75620.0,98370.0,,,0.3122576923076923,0.1166183307692307,0.7024661269230769,3.68,3.2244,4.1396,29.43,14.6045,50.4154,False
Study blueprints and examine surface to be covered to determine amount of material needed.,study blueprint and examine surface to be cover to determine amount of material need,0.0083386535680316,47-2044,Tile and Marble Setters,2859.0,Supplemental,73.0,06/2009,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.006857835988423,0.0083790032651927,U.S.,38740.0,4.1,27.69,57590.0,1.5,17.38,21.41,25.11,31.24,39.89,36140.0,44540.0,52240.0,64980.0,82960.0,,,1.6447403846153843,0.6977190615384615,3.710543157692308,4.36,3.9943,4.7168,90.38,76.5091,96.441,False
Determine and implement the best layout to achieve a desired pattern.,determine and implement the good layout to achieve a desire pattern,0.0028664121640108,47-2044,Tile and Marble Setters,2849.0,Core,75.0,06/2009,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0023573811210203,0.0028802823724099,U.S.,38740.0,4.1,27.69,57590.0,1.5,17.38,21.41,25.11,31.24,39.89,36140.0,44540.0,52240.0,64980.0,82960.0,,,2.874694615384616,1.3638810076923078,5.527402615384616,4.43,4.2197,4.6332,96.05,85.4543,99.0167,False
"Monitor how the wind, heat, or cold affect the curing of the concrete throughout the entire process.",monitor how the wind heat or cold affect the curing of the concrete throughout the entire process,0.0280126643301064,47-2051,Cement Masons and Concrete Finishers,7051.0,Core,77.0,06/2010,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0230380427736089,0.0281482140940071,U.S.,205230.0,1.6,28.54,59360.0,0.6,18.41,22.13,26.28,31.66,42.13,38290.0,46020.0,54660.0,65840.0,87620.0,,,2.335528846153846,1.1336459807692307,4.715925453846154,3.99,3.7438,4.232,88.63,72.5187,95.8389,False
Wet concrete surface and rub with stone to smooth surface and obtain specified finish.,wet concrete surface and rub with stone to smooth surface and obtain specify finish,0.0031269950880118,47-2053,Terrazzo Workers and Finishers,9848.0,Supplemental,61.0,07/2015,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0025716884956586,0.0031421262244472,U.S.,1450.0,20.1,29.97,62330.0,6.5,18.92,22.57,27.53,35.33,50.24,39360.0,46940.0,57260.0,73490.0,104510.0,,,1.7802219572649571,,,4.017111111111111,,,85.15355555555556,,,True
Monitor operations to ensure that health and safety standards are met.,Monitor operation to ensure that health and safety standard be meet,0.0029967036260113,47-2073,Operating Engineers and Other Construction Equipment Operators,9854.0,Core,104.0,07/2012,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,U.S.,469270.0,0.8,31.34,65180.0,0.4,19.27,22.97,28.23,36.42,48.41,40080.0,47780.0,58710.0,75750.0,100690.0,,,2.0063553846153845,0.6035805423076923,6.174961303846154,4.2,3.943,4.4572,84.68,76.7775,90.2328,False
"Measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices.",measure and mark surface to lay out work accord to blueprint or drawing use tape measure straightedge or square and mark device,0.0019543719300074,47-2081,Drywall and Ceiling Tile Installers,13503.0,Core,118.0,06/2007,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,82900.0,2.2,30.2,62810.0,1.0,18.18,22.54,27.95,34.93,48.74,37810.0,46880.0,58140.0,72660.0,101380.0,,,3.993922307692309,2.275252192307692,6.425367053846154,4.16,3.7938,4.5189,98.59,90.8988,99.795,False
"Read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements.",read blueprint or other specification to determine method of installation work procedure or material or tool requirement,0.0136806035100519,47-2081,Drywall and Ceiling Tile Installers,13504.0,Core,117.0,06/2007,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0112511371685066,0.0137468022319569,U.S.,82900.0,2.2,30.2,62810.0,1.0,18.18,22.54,27.95,34.93,48.74,37810.0,46880.0,58140.0,72660.0,101380.0,,,2.7617696153846154,1.429102126923077,5.064650307692308,4.18,3.7905,4.5624,93.72,83.7922,97.7307,False
Check adhesives to ensure that they will work and will remain durable.,check adhesive to ensure that they will work and will remain durable,0.0032572865500123,47-2082,Tapers,13543.0,Core,66.0,07/2015,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0026788421829777,0.0032730481504658,U.S.,12500.0,7.6,33.84,70390.0,2.0,20.89,24.42,31.11,39.9,51.04,43450.0,50780.0,64700.0,82990.0,106160.0,,,1.4321507692307691,0.4192853346153846,4.937555307692308,3.76,3.228,4.2895,83.38,67.1735,92.4831,False
"Direct or train workers to install, maintain, or repair electrical wiring, equipment, or fixtures.",direct or train worker to install maintain or repair electrical wiring equipment or fixture,0.0029967036260113,47-2111,Electricians,2881.0,Core,147.0,07/2013,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,U.S.,742580.0,0.7,33.47,69630.0,0.5,18.96,23.47,29.98,39.29,50.98,39430.0,48820.0,62350.0,81730.0,106030.0,,,2.527125,0.7535175038461538,6.93950613076923,4.11,3.6516,4.574,90.54,55.3543,98.665,False
"Diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",diagnose malfunctioning system apparatus or component use test equipment and hand tool to locate the cause of a breakdown and correct the problem,0.0061236987140232,47-2111,Electricians,2874.0,Core,147.0,07/2013,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0050362233039981,0.0061533305228759,U.S.,742580.0,0.7,33.47,69630.0,0.5,18.96,23.47,29.98,39.29,50.98,39430.0,48820.0,62350.0,81730.0,106030.0,,,1.1683753846153846,0.3726421769230769,3.5150568961538458,4.01,3.7154,4.3094,99.76,98.7965,99.9539,False
"Plan layout and installation of electrical wiring, equipment, or fixtures, based on job specifications and local codes.",plan layout and installation of electrical wiring equipment or fixture base on job specification and local code,0.0022149548540084,47-2111,Electricians,2880.0,Core,147.0,07/2013,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0018216126844248,0.0022256727423168,U.S.,742580.0,0.7,33.47,69630.0,0.5,18.96,23.47,29.98,39.29,50.98,39430.0,48820.0,62350.0,81730.0,106030.0,,,2.312412692307692,0.6849980538461538,6.354141196153846,4.21,3.9568,4.4553,99.88,98.9928,99.9858,False
"Test electrical systems or continuity of circuits in electrical wiring, equipment, or fixtures, using testing devices, such as ohmmeters, voltmeters, or oscilloscopes, to ensure compatibility and safety of system.",test electrical system or continuity of circuit in electrical wiring equipment or fixture use testing device such as ohmmeter voltmeter or oscilloscope to ensure compatibility and safety of system,0.0020846633920079,47-2111,Electricians,2878.0,Core,147.0,07/2013,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,742580.0,0.7,33.47,69630.0,0.5,18.96,23.47,29.98,39.29,50.98,39430.0,48820.0,62350.0,81730.0,106030.0,,,2.744991538461538,1.1548142692307692,5.769166292307692,4.11,3.7166,4.5044,100.0,,,False
"Read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required.",read and interpret blueprint or specification to determine size shape color type or thickness of glass location of framing installation procedure or staging or scaffold material require,0.0056025328660212,47-2121,Glaziers,11484.0,Core,64.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0046076085547217,0.0056296428188013,U.S.,57000.0,3.1,28.97,60260.0,1.8,18.13,21.89,26.65,32.84,47.49,37710.0,45530.0,55440.0,68300.0,98780.0,,,2.519918846153846,1.2463288038461535,4.787397103846154,4.37,4.0635,4.6708,97.84,91.8862,99.4508,False
Confer with customers to determine project requirements or to provide cost estimates.,confer with customer to determine project requirement or to provide cost estimate,0.0032572865500123,47-2121,Glaziers,11505.0,Supplemental,66.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0026788421829777,0.0032730481504658,U.S.,57000.0,3.1,28.97,60260.0,1.8,18.13,21.89,26.65,32.84,47.49,37710.0,45530.0,55440.0,68300.0,98780.0,,,1.2746676923076925,0.3954621346153846,4.2940463115384615,3.87,3.4537,4.2886,53.03,43.4609,62.3736,False
"Fill cracks, holes, or joints with caulk, putty, plaster, or other fillers, using caulking guns or putty knives.",fill crack hole or joint with caulk putty plaster or other filler use caulk gun or putty knife,0.0023452463160089,47-2141,"Painters, Construction and Maintenance",11512.0,Core,110.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,224180.0,1.6,25.82,53710.0,0.7,17.63,20.44,23.4,28.97,36.8,36680.0,42510.0,48660.0,60270.0,76550.0,,,1.4637123076923078,0.6935848153846154,3.4152844,4.27,3.9461,4.5914,93.22,66.3678,98.9679,False
"Calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",calculate amount of require material and estimate cost base on surface measurement or work order,0.0067751560240257,47-2141,"Painters, Construction and Maintenance",11515.0,Core,111.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0055719917405937,0.0068079401529691,U.S.,224180.0,1.6,25.82,53710.0,0.7,17.63,20.44,23.4,28.97,36.8,36680.0,42510.0,48660.0,60270.0,76550.0,,,1.071353846153846,0.5166272000000001,2.257932130769231,3.97,3.5174,4.4246,88.14,71.0095,95.7557,False
Prepare cost estimates for clients.,prepare cost estimate for client,0.0243645033940925,47-2152,Pipe Fitters and Steamfitters,4828.0,Supplemental,110.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0200377395286737,0.0244824001654852,U.S.,455940.0,1.2,33.63,69940.0,0.6,19.55,23.49,30.27,39.37,50.55,40670.0,48860.0,62970.0,81900.0,105150.0,,,1.7802219572649571,,,4.017111111111111,,,85.15355555555556,,,True
"Plan pipe system layout, installation, or repair, according to specifications.",plan pipe system layout installation or repair accord to specification,0.0062539901760237,47-2152,Pipe Fitters and Steamfitters,4821.0,Core,113.0,07/2014,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0051433769913172,0.0062842524488945,U.S.,455940.0,1.2,33.63,69940.0,0.6,19.55,23.49,30.27,39.37,50.55,40670.0,48860.0,62970.0,81900.0,105150.0,,,1.5324319230769232,0.7095845538461538,3.4596995884615382,4.07,3.8169,4.3282,91.06,69.2827,97.8742,False
"Inspect structures to assess material or equipment needs, to establish the sequence of pipe installations, or to plan installation around obstructions such as electrical wiring.",inspect structure to assess material or equipment need to establish the sequence of pipe installation or to plan installation around obstruction such as electrical wiring,0.0072963218720277,47-2152,Plumbers,20442.0,Core,70.0,07/2013,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0060006064898702,0.0073316278570437,U.S.,455940.0,1.2,33.63,69940.0,0.6,19.55,23.49,30.27,39.37,50.55,40670.0,48860.0,62970.0,81900.0,105150.0,,,1.239606923076923,0.3985483076923077,3.593407503846154,3.66,3.2761,4.0375,97.55,92.4002,99.2393,False
