task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Create complex and dynamic mathematical models of population, community, or ecological systems.",Industrial Ecologists,28,1.68,1.0,4,1,1.0,2.0,"create complex and dynamic mathematical models of population, community, or ecological systems.",,Industrial Ecologists,industrial ecologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28141576923076916,0.0,,False,0.05673076923076924,0.0,,False
"Forecast future status or condition of ecosystems, based on changing industrial practices or environmental conditions.",Industrial Ecologists,28,1.68,2.0,3,1,1.0,2.0,"forecast future status or condition of ecosystems, based on changing industrial practices or environmental conditions.",,Industrial Ecologists,industrial ecologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24521846153846155,0.0,,False,0.14227,0.0,,False
"Perform complex, dynamic, and integrated mathematical modeling of ecological, environmental, or economic systems.",Environmental Economists,28,1.68,1.0,4,1,1.0,2.0,"perform complex, dynamic, and integrated mathematical modeling of ecological, environmental, or economic systems.",,Environmental Economists,environmental economists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3780157692307692,0.0,,False,0.6949792307692308,0.0,,False
"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.",Real Estate Sales Agents,28,1.61,2.0,3,1,1.0,2.0,"confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.",41-9022,Real Estate Sales Agents,real estate sales agents,,,,,,,Sales and Related Occupations,,27.08,56320.0,26.63,55380.0,190600.0,5110.0,20.85,43370.0,28.356000000000005,58983.200000000004,18.09,37630.0,24.602400000000003,51176.8,151700.0,2310.0,,,,,1.5532692307692306,0.0,,False,0.8373846153846154,0.0,,False
"Recommend or arrange for additional services, such as painting, repair work, renovations, and the replacement of furnishings and equipment.",First-Line Supervisors of Housekeeping and Janitorial Workers,28,1.43,1.0,3,1,1.0,2.0,"recommend or arrange for additional services, such as painting, repair work, renovations, and the replacement of furnishings and equipment.",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,first-line supervisors of housekeeping and janitorial workers,,,,,,,Building and Grounds Cleaning and Maintenance Occupations,,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,,,,,1.535588846153846,0.0,,False,0.5512330769230769,0.0,,False
Relay buy or sell orders to securities exchanges or to firm trading departments.,"Securities, Commodities, and Financial Services Sales Agents",28,1.36,1.0,4,1,1.0,1.0,relay buy or sell orders to securities exchanges or to firm trading departments.,41-3031,"Securities, Commodities, and Financial Services Sales Agents","securities, commodities, and financial services sales agents",,,,,,,Sales and Related Occupations,,37.57,78140.0,30.52,63480.0,472300.0,3170.0,34.4,71550.0,46.784,97308.0,24.53,51020.0,33.360800000000005,69387.20000000001,319280.0,2910.0,,,,,2.041145384615384,0.0,,False,,,,False
Arrange for demonstrations or trial installations of equipment.,Sales Engineers,28,1.32,1.0,2,1,1.0,2.0,arrange for demonstrations or trial installations of equipment.,41-9031,Sales Engineers,sales engineers,,,,,,,Sales and Related Occupations,,58.42,121520.0,53.08,110400.0,56690.0,420.0,46.95,97650.0,63.85200000000001,132804.0,44.12,91780.0,60.0032,124820.8,72200.0,600.0,,,,,0.2872338461538462,0.0,,False,0.4164711538461539,0.0,,False
"Schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.",Anesthesiologists,27,3.3,3.0,5,1,3.0,4.0,"schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.",29-1211,Anesthesiologists,anesthesiologists,,,,,,,Healthcare Practitioners and Technical Occupations,,,,,,41890.0,720.0,,,,,,,,,29220.0,270.0,,,,,1.5543938461538462,0.0,,False,,,,False
Compute payment schedules.,Loan Officers,27,3.19,3.0,4,1,3.0,4.0,compute payment schedules.,13-2072,Loan Officers,loan officers,,,,,,,Business and Financial Operations Occupations,,35.66,74180.0,29.27,60870.0,290530.0,5590.0,30.49,63430.0,41.4664,86264.8,24.26,50460.0,32.99360000000001,68625.6,303870.0,4420.0,,,,,1.0251957692307692,0.0,,False,2.7652826923076925,0.0,,False
"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",Biofuels Production Managers,27,3.11,4.0,5,1,2.0,4.0,"monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",,Biofuels Production Managers,biofuels production managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.739761923076924,0.0,,False,,,,False
"Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.",Biomass Power Plant Managers,27,3.07,4.0,5,1,2.0,4.0,"monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.",,Biomass Power Plant Managers,biomass power plant managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.271298461538462,0.0,,False,3.3952296153846158,0.0,,False
"Monitor geothermal operations, using programmable logic controllers.",Geothermal Production Managers,27,3.0,3.0,5,1,2.0,4.0,"monitor geothermal operations, using programmable logic controllers.",,Geothermal Production Managers,geothermal production managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.070553076923077,0.0,,False,3.070553076923077,0.0,,False
"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",27,2.93,3.0,5,1,2.0,4.0,"grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education","teaching assistants, preschool, elementary, middle, and secondary school, except special education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4760426923076923,0.0,,False,,,,False
"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.","Teaching Assistants, Special Education",27,2.93,3.0,5,1,2.0,4.0,"grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",,"Teaching Assistants, Special Education","teaching assistants, special education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
Calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,Loan Officers,27,2.81,3.0,4,1,2.0,3.0,calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,13-2072,Loan Officers,loan officers,,,,,,,Business and Financial Operations Occupations,,35.66,74180.0,29.27,60870.0,290530.0,5590.0,30.49,63430.0,41.4664,86264.8,24.26,50460.0,32.99360000000001,68625.6,303870.0,4420.0,,,,,,,,False,,,,False
"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",Credit Counselors,27,2.81,3.0,4,1,2.0,3.0,"estimate time for debt repayment, given amount of debt, interest rates, and available funds.",13-2071,Credit Counselors,credit counselors,,,,,,,Business and Financial Operations Occupations,,24.27,50480.0,23.68,49250.0,28110.0,270.0,21.08,43840.0,28.6688,59622.4,13.55,28190.0,18.428,38338.4,30510.0,570.0,,,,,3.821530769230769,0.0,,False,,,,False
Write instructional articles on designated subjects.,Self-Enrichment Teachers,27,2.78,3.0,4,1,2.5,3.0,write instructional articles on designated subjects.,25-3021,Self-Enrichment Teachers,self-enrichment teachers,,,,,,,Educational Instruction and Library Occupations,,21.92,45590.0,18.28,38010.0,308520.0,5440.0,,,,,,,,,,,,,,,0.15078653846153847,0.0,,False,,,,False
Compute charges for medication or equipment dispensed to hospital patients and enter data in computer.,Pharmacy Technicians,27,2.67,3.0,5,1,1.5,4.0,compute charges for medication or equipment dispensed to hospital patients and enter data in computer.,29-2052,Pharmacy Technicians,pharmacy technicians,,,,,,,Healthcare Practitioners and Technical Occupations,,20.9,43460.0,22.48,46760.0,487920.0,5370.0,14.62,30410.0,19.8832,41357.600000000006,16.3,33910.0,22.168000000000003,46117.600000000006,379430.0,3680.0,,,,,8.415391153846155,0.0,,False,6.8958980769230775,0.0,,False
Calculate clients' available monthly income to meet debt obligations.,Credit Counselors,27,2.63,3.0,4,1,2.0,3.0,calculate clients' available monthly income to meet debt obligations.,13-2071,Credit Counselors,credit counselors,,,,,,,Business and Financial Operations Occupations,,24.27,50480.0,23.68,49250.0,28110.0,270.0,21.08,43840.0,28.6688,59622.4,13.55,28190.0,18.428,38338.4,30510.0,570.0,,,,,5.675454615384616,0.0,,False,5.484649615384615,0.0,,False
Monitor and record biofuels processing data.,Biofuels Processing Technicians,27,2.56,3.0,5,1,1.0,3.0,monitor and record biofuels processing data.,,Biofuels Processing Technicians,biofuels processing technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.629366153846154,0.0,,False,,,,False
"Identify and evaluate equipment, procedural, or conditional inefficiencies involving geothermal plant systems.",Geothermal Production Managers,27,2.3,2.0,4,1,2.0,3.0,"identify and evaluate equipment, procedural, or conditional inefficiencies involving geothermal plant systems.",,Geothermal Production Managers,geothermal production managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3014015384615383,0.0,,False,1.3014015384615383,0.0,,False
"Record, process, and maintain patient data or treatment records and prepare reports.",Radiologic Technologists and Technicians,27,2.26,2.0,5,1,1.5,3.0,"record, process, and maintain patient data or treatment records and prepare reports.",29-2034,Radiologic Technologists and Technicians,radiologic technologists and technicians,,,,,,,Healthcare Practitioners and Technical Occupations,,37.34,77660.0,38.5,80080.0,223460.0,1580.0,,,,,,,,,,,,,,,7.550258846153847,0.0,,False,,,,False
Prepare brochures and write newspaper articles.,Park Naturalists,27,2.19,2.0,3,1,2.0,3.0,prepare brochures and write newspaper articles.,,Park Naturalists,park naturalists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09558384615384616,0.0,,False,0.10008346153846154,0.0,,False
Assign and record or stamp identification numbers or codes to index materials for filing.,File Clerks,27,2.04,2.0,4,1,1.0,3.0,assign and record or stamp identification numbers or codes to index materials for filing.,43-4071,File Clerks,file clerks,,,,,,,Office and Administrative Support Occupations,,19.84,41270.0,18.59,38670.0,78980.0,580.0,13.39,27850.0,18.210400000000003,37876.0,13.4,27880.0,18.224,37916.8,140560.0,1070.0,,,,,0.9612488461538462,0.0,,False,0.9612488461538462,0.0,,False
Write articles for publication in professional journals.,Epidemiologists,27,1.96,2.0,3,1,2.0,2.0,write articles for publication in professional journals.,19-1041,Epidemiologists,epidemiologists,,,,,,,"Life, Physical, and Social Science Occupations",,40.38,83980.0,34.69,72160.0,11460.0,180.0,33.39,69450.0,45.4104,94452.0,,,,,5460.0,,,,,,0.7528407692307693,0.0,,False,,,,False
Write research papers for publication in scientific journals.,Materials Scientists,27,1.96,2.0,3,1,2.0,2.0,write research papers for publication in scientific journals.,19-2032,Materials Scientists,materials scientists,,,,,,,"Life, Physical, and Social Science Occupations",,50.08,104160.0,57.08,118720.0,8330.0,80.0,43.75,91000.0,59.50000000000001,123760.00000000001,36.23,75360.0,49.2728,102489.6,6790.0,50.0,,,,,0.13333192307692307,0.0,,False,,,,False
"Write for technical magazines, journals, and trade association publications.",Materials Engineers,27,1.93,2.0,3,1,1.5,2.0,"write for technical magazines, journals, and trade association publications.",17-2131,Materials Engineers,materials engineers,,,,,,,Architecture and Engineering Occupations,,52.07,108310.0,41.21,85720.0,22770.0,490.0,43.9,91310.0,59.704,124181.6,36.09,75070.0,49.08240000000001,102095.20000000001,27040.0,410.0,,,,,0.7541057692307692,0.0,,False,0.056135384615384615,0.0,,False
"Determine or coordinate treatment plans by requesting laboratory services, reviewing genetics or counseling literature, and considering histories or diagnostic data.",Genetic Counselors,27,1.81,2.0,4,1,1.0,2.0,"determine or coordinate treatment plans by requesting laboratory services, reviewing genetics or counseling literature, and considering histories or diagnostic data.",29-9092,Genetic Counselors,genetic counselors,,,,,,,Healthcare Practitioners and Technical Occupations,,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,,,,,2.6961673076923076,0.0,,False,2.6961673076923076,0.0,,False
Devise debt liquidation plans that include payoff priorities and timelines.,Personal Financial Advisors,27,1.81,2.0,4,1,1.0,2.0,devise debt liquidation plans that include payoff priorities and timelines.,13-2052,Personal Financial Advisors,personal financial advisors,,,,,,,Business and Financial Operations Occupations,,49.11,102140.0,32.31,67210.0,270480.0,2620.0,42.86,89160.0,58.2896,121257.6,35.74,74340.0,48.60640000000001,101102.40000000001,197580.0,1700.0,,,,,0.1244553846153846,0.0,,False,0.020410384615384615,0.0,,False
"Inspect biofuels plant or processing equipment regularly, recording or reporting damage and mechanical problems.",Biofuels Processing Technicians,27,1.81,2.0,3,1,1.0,2.0,"inspect biofuels plant or processing equipment regularly, recording or reporting damage and mechanical problems.",,Biofuels Processing Technicians,biofuels processing technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.995866538461539,0.0,,False,,,,False
"Inspect biomass power plant or processing equipment, recording or reporting damage and mechanical problems.",Biomass Plant Technicians,27,1.81,2.0,3,1,1.0,2.0,"inspect biomass power plant or processing equipment, recording or reporting damage and mechanical problems.",,Biomass Plant Technicians,biomass plant technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.987103076923078,0.0,,False,3.1257030769230774,0.0,,False
