task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Enter data, such as demographic characteristics, history and extent of disease, diagnostic procedures, or treatment into computer.",enter data such as demographic characteristics history and extent of disease diagnostic procedures or treatment into computer,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,140.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,4.939516538461538,4.5,48.03,False
Process and prepare business or government forms.,process and prepare business or government forms,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,141.0,Incumbent,1.0,0.0024463114409730966,0.003011204298428592,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,1.9214996153846151,3.99,21.25,False
Compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,compile and maintain patients medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,142.0,Incumbent,1.0,0.007232572955920616,0.008902690969267334,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,3.9778319230769226,4.18,33.83,False
"Calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",calibrate troubleshoot or repair equipment and correct malfunctions as needed,29-2099.01,Neurodiagnostic Technologists,neurodiagnostic technologists,Core,34.0,Occupational Expert,1.0,0.00393537057895682,0.0048441112626895965,Healthcare Practitioners and Technical Occupations,3.0,23.46,48790.0,21.33,44360.0,58225.0,412.0,19.84,41260.0,26.982400000000002,56113.600000000006,17.41,36200.0,23.6776,49232.0,27104.0,143.0,0.03776249392135725,0.019698969151031805,0.019655298395189556,0.007593014426727411,1.8679019230769232,4.58,100.0,False,2.3805746153846155,4.47,100.0,False
Explain procedures to patients to reduce anxieties and obtain cooperation.,explain procedures to patients to reduce anxieties and obtain cooperation,29-2099.06,Radiologic Technicians,radiologic technicians,Core,86.0,Incumbent,1.0,0.0026590341749707716,0.0032730481504658782,Healthcare Practitioners and Technical Occupations,3.0,37.34,77660.0,38.5,80080.0,105435.0,745.0,19.84,41260.0,26.982400000000002,56113.600000000006,17.41,36200.0,23.6776,49232.0,49080.0,260.0,0.06838108280976044,0.03562070878038518,0.035591870027889,0.013805480775868021,4.014160335949764,4.318612244897959,92.2646530612245,True,8.368549999999999,4.83,100.0,False
Maintain a current file of examination protocols.,maintain a current file of examination protocols,29-2099.06,Radiologic Technicians,radiologic technicians,Core,85.0,Incumbent,1.0,0.004467177413950925,0.005498720892782712,Healthcare Practitioners and Technical Occupations,3.0,37.34,77660.0,38.5,80080.0,105435.0,745.0,19.84,41260.0,26.982400000000002,56113.600000000006,17.41,36200.0,23.6776,49232.0,49080.0,260.0,0.06838108280976044,0.03562070878038518,0.035591870027889,0.013805480775868021,5.114111538461539,4.24,94.92,False,4.670336923076923,4.17,85.66,False
Pass instruments or supplies to surgeon during procedure.,pass instruments or supplies to surgeon during procedure,29-2099.07,Surgical Assistants,surgical assistants,Core,78.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,3.0,28.99,60290.0,21.5,44720.0,59799.0,423.0,19.84,41260.0,26.982400000000002,56113.600000000006,17.41,36200.0,23.6776,49232.0,27836.0,147.0,0.03878332973814069,0.020224912502151585,0.020186130686559053,0.007805406438663842,4.599958461538462,4.42,94.69,False,4.599958461538462,4.42,94.69,False
"Discuss with surgeon the nature of the surgical procedure, including operative consent, methods of operative exposure, diagnostic or laboratory data, or patient-advanced directives or other needs.",discuss with surgeon the nature of the surgical procedure including operative consent methods of operative exposure diagnostic or laboratory data or patientadvanced directives or other needs,29-2099.07,Surgical Assistants,surgical assistants,Core,78.0,Incumbent,1.0,0.002233588706975422,0.002749360446391306,Healthcare Practitioners and Technical Occupations,3.0,28.99,60290.0,21.5,44720.0,59799.0,423.0,19.84,41260.0,26.982400000000002,56113.600000000006,17.41,36200.0,23.6776,49232.0,27836.0,147.0,0.03878332973814069,0.020224912502151585,0.020186130686559053,0.007805406438663842,3.741225,4.61,81.17,False,3.741225,4.61,81.17,False
Conduct safety training or education programs and demonstrate the use of safety equipment.,conduct safety training or education programs and demonstrate the use of safety equipment,29-9011.00,Occupational Health and Safety Specialists,occupational health and safety specialists,Core,33.0,Occupational Expert,1.0,0.0015954205049824792,0.001963828890279547,Healthcare Practitioners and Technical Occupations,,40.34,83910.0,41.83,87000.0,128430.0,1100.0,33.75,70210.0,45.900000000000006,95485.6,31.4,65300.0,42.704,88808.0,70220.0,750.0,0.08329475473284519,0.05259433511197812,0.050922190573723825,0.03982350223808082,0.20926153846153847,3.96,100.0,False,0.33443115384615385,4.03,96.97,False
"Educate the public about health issues or enforce health legislation to prevent disease, to promote health, or to help people understand health protection procedures and regulations.",educate the public about health issues or enforce health legislation to prevent disease to promote health or to help people understand health protection procedures and regulations,29-9012.00,Occupational Health and Safety Technicians,occupational health and safety technicians,Supplemental,26.0,Occupational Expert,1.0,0.0021272273399766655,0.002618438520372763,Healthcare Practitioners and Technical Occupations,,28.1,58440.0,30.54,63510.0,31450.0,220.0,23.11,48070.0,31.4296,65375.200000000004,22.63,47080.0,30.7768,64028.8,16050.0,150.0,0.02039725949036815,0.010518867022395625,0.011639150650929471,0.007964700447616165,0.3622596153846154,3.38,76.19,False,0.0627973076923077,2.67,46.15,False
"Prepare documents to be used in legal proceedings, testifying in such proceedings when necessary.",prepare documents to be used in legal proceedings testifying in such proceedings when necessary,29-9012.00,Occupational Health and Safety Technicians,occupational health and safety technicians,Core,26.0,Occupational Expert,1.0,0.005637152450938136,0.006938862078987786,Healthcare Practitioners and Technical Occupations,,28.1,58440.0,30.54,63510.0,31450.0,220.0,23.11,48070.0,31.4296,65375.200000000004,22.63,47080.0,30.7768,64028.8,16050.0,150.0,0.02039725949036815,0.010518867022395625,0.011639150650929471,0.007964700447616165,0.01658653846153846,3.36,76.19,False,0.053224999999999995,3.16,73.08,False
"Provide consultation to organizations or agencies on the workplace application of safety principles, practices, or techniques.",provide consultation to organizations or agencies on the workplace application of safety principles practices or techniques,29-9012.00,Occupational Health and Safety Technicians,occupational health and safety technicians,Core,26.0,Occupational Expert,1.0,0.0019145046059789916,0.002356594668335477,Healthcare Practitioners and Technical Occupations,,28.1,58440.0,30.54,63510.0,31450.0,220.0,23.11,48070.0,31.4296,65375.200000000004,22.63,47080.0,30.7768,64028.8,16050.0,150.0,0.02039725949036815,0.010518867022395625,0.011639150650929471,0.007964700447616165,0.7392307692307692,4.0,100.0,False,0.4585338461538462,3.22,69.23,False
Conduct research or provide instruction on subject matter related to athletic training or sports medicine.,conduct research or provide instruction on subject matter related to athletic training or sports medicine,29-9091.00,Athletic Trainers,athletic trainers,Core,101.0,Incumbent,1.0,0.0015954205049824792,0.001963828890279547,Healthcare Practitioners and Technical Occupations,4.0,29.76,60250.0,30.379807692307693,63190.0,28950.0,360.0,21.47596153846154,44670.0,29.207307692307698,60751.200000000004,21.947115384615383,45650.0,29.848076923076924,62084.00000000001,23450.0,140.0,0.01877585571529914,0.01721269149119284,0.01700548802269758,0.007433720417775087,0.36469346153846155,3.19,81.58,False,0.34278230769230766,3.4,76.52,False
Develop training programs or routines designed to improve athletic performance.,develop training programs or routines designed to improve athletic performance,29-9091.00,Athletic Trainers,athletic trainers,Core,101.0,Incumbent,1.0,0.0046799001479486,0.005760564744819999,Healthcare Practitioners and Technical Occupations,4.0,29.76,60250.0,30.379807692307693,63190.0,28950.0,360.0,21.47596153846154,44670.0,29.207307692307698,60751.200000000004,21.947115384615383,45650.0,29.848076923076924,62084.00000000001,23450.0,140.0,0.01877585571529914,0.01721269149119284,0.01700548802269758,0.007433720417775087,2.528925384615385,3.6,87.51,False,1.1419942307692308,3.51,89.48,False
"Recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",recommend special diets to improve athletes health increase their stamina or alter their weight,29-9091.00,Athletic Trainers,athletic trainers,Core,102.0,Incumbent,1.0,0.002765395541969609,0.003403970076484522,Healthcare Practitioners and Technical Occupations,4.0,29.76,60250.0,30.379807692307693,63190.0,28950.0,360.0,21.47596153846154,44670.0,29.207307692307698,60751.200000000004,21.947115384615383,45650.0,29.848076923076924,62084.00000000001,23450.0,140.0,0.01877585571529914,0.01721269149119284,0.01700548802269758,0.007433720417775087,0.2579711538461539,3.12,77.55,False,0.3691846153846154,3.44,98.39,False
"Explain diagnostic procedures such as chorionic villus sampling (CVS), ultrasound, fetal blood sampling, and amniocentesis.",explain diagnostic procedures such as chorionic villus sampling cvs ultrasound fetal blood sampling and amniocentesis,29-9092.00,Genetic Counselors,genetic counselors,Core,23.0,Occupational Expert,1.0,0.005318068349941626,0.006546096300931858,Healthcare Practitioners and Technical Occupations,4.0,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,0.0022764509001968903,0.0023906515959990055,0.001827455429304814,0.0026549001492053885,1.9298315384615385,4.14,91.3,False,1.9298315384615385,4.14,91.3,False
"Evaluate or make recommendations for standards of care or clinical operations, ensuring compliance with applicable regulations, ethics, legislation, or policies.",evaluate or make recommendations for standards of care or clinical operations ensuring compliance with applicable regulations ethics legislation or policies,29-9092.00,Genetic Counselors,genetic counselors,Core,23.0,Occupational Expert,1.0,0.015103314113834336,0.018590913494646626,Healthcare Practitioners and Technical Occupations,4.0,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,0.0022764509001968903,0.0023906515959990055,0.001827455429304814,0.0026549001492053885,0.9518288461538461,3.55,95.65,False,0.9518288461538461,3.55,95.65,False
"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in genetics.",read current literature talk with colleagues or participate in professional organizations or conferences to keep abreast of developments in genetics,29-9092.00,Genetic Counselors,genetic counselors,Core,23.0,Occupational Expert,1.0,0.0038290092119579833,0.004713189336670954,Healthcare Practitioners and Technical Occupations,4.0,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,0.0022764509001968903,0.0023906515959990055,0.001827455429304814,0.0026549001492053885,0.7501565384615384,4.26,100.0,False,0.7501565384615384,4.26,100.0,False
"Provide counseling to patient and family members by providing information, education, or reassurance.",provide counseling to patient and family members by providing information education or reassurance,29-9092.00,Genetic Counselors,genetic counselors,Core,23.0,Occupational Expert,1.0,0.0019145046059789916,0.002356594668335477,Healthcare Practitioners and Technical Occupations,4.0,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,0.0022764509001968903,0.0023906515959990055,0.001827455429304814,0.0026549001492053885,2.9132,4.74,100.0,False,2.9132,4.74,100.0,False
Identify funding sources and write grant proposals for eligible programs or services.,identify funding sources and write grant proposals for eligible programs or services,29-9092.00,Genetic Counselors,genetic counselors,Core,23.0,Occupational Expert,1.0,0.0038290092119579833,0.004713189336670954,Healthcare Practitioners and Technical Occupations,4.0,47.55,98910.0,44.05,91620.0,3510.0,50.0,34.66,72090.0,47.1376,98042.40000000001,29.26,60860.0,39.793600000000005,82769.6,2520.0,50.0,0.0022764509001968903,0.0023906515959990055,0.001827455429304814,0.0026549001492053885,0.040625,3.06,69.57,False,0.040625,3.06,69.57,False
