task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
"Prepare customers' nails in soapy water, using swabs, files, and orange sticks.",prepare customers nails in soapy water using swabs files and orange sticks,39-5092,Manicurists and Pedicurists,6.638199999999999,4.45,100.0,83840.0,83840.0
"Prepare nail cuticles with water and oil, using cuticle knives to push back cuticles and scissors or nippers to trim cuticles.",prepare nail cuticles with water and oil using cuticle knives to push back cuticles and scissors or nippers to trim cuticles,39-5092,Manicurists and Pedicurists,6.49604,4.51,94.83,83840.0,83840.0
"Polish nails, using powdered polish and buffer.",polish nails using powdered polish and buffer,39-5092,Manicurists and Pedicurists,6.812680769230769,3.79,85.73,83840.0,83840.0
Whiten underside of nails with white paste or pencils.,whiten underside of nails with white paste or pencils,39-5092,Manicurists and Pedicurists,4.930930384615384,3.42,78.16,83840.0,83840.0
"Roughen surfaces of fingernails, using abrasive wheel.",roughen surfaces of fingernails using abrasive wheel,39-5092,Manicurists and Pedicurists,6.691556538461539,4.2,81.85,83840.0,83840.0
Maintain supply inventories and records of client services.,maintain supply inventories and records of client services,39-5092,Manicurists and Pedicurists,7.258620384615385,4.61,88.08,83840.0,83840.0
Advise clients on nail care and use of products and colors.,advise clients on nail care and use of products and colors,39-5092,Manicurists and Pedicurists,6.762761538461539,4.16,100.0,83840.0,83840.0
Apply undercoat and clear or colored polish onto nails with brush.,apply undercoat and clear or colored polish onto nails with brush,39-5092,Manicurists and Pedicurists,9.193103076923077,4.65,100.0,83840.0,83840.0
"Shape and smooth ends of nails, using scissors, files, or emery boards.",shape and smooth ends of nails using scissors files or emery boards,39-5092,Manicurists and Pedicurists,9.3679,4.56,100.0,83840.0,83840.0
"Remove previously applied nail polish, using liquid remover and swabs.",remove previously applied nail polish using liquid remover and swabs,39-5092,Manicurists and Pedicurists,8.539609615384615,4.39,100.0,83840.0,83840.0
Schedule client appointments and accept payments.,schedule client appointments and accept payments,39-5092,Manicurists and Pedicurists,7.0698,4.26,84.45,83840.0,83840.0
Clean and sanitize tools and work environment.,clean and sanitize tools and work environment,39-5092,Manicurists and Pedicurists,9.2232,4.75,100.0,83840.0,83840.0
Promote and sell nail care products.,promote and sell nail care products,39-5092,Manicurists and Pedicurists,3.086699615384616,3.24,92.66,83840.0,83840.0
Maintain treatment records.,maintain treatment records,39-5093,Shampooers,2.0841453846153843,4.57,64.69,15190.0,15190.0
"Treat scalp conditions and hair loss, using specialized lotions, shampoos, or equipment such as infrared lamps or vibrating equipment.",treat scalp conditions and hair loss using specialized lotions shampoos or equipment such as infrared lamps or vibrating equipment,39-5093,Shampooers,4.262768461538462,4.13,74.8,15190.0,15190.0
Advise patrons with chronic or potentially contagious scalp conditions to seek medical treatment.,advise patrons with chronic or potentially contagious scalp conditions to seek medical treatment,39-5093,Shampooers,0.1809280769230769,4.74,76.96,15190.0,15190.0
"Massage, shampoo, and condition patron's hair and scalp to clean them and remove excess oil.",massage shampoo and condition patrons hair and scalp to clean them and remove excess oil,39-5093,Shampooers,6.829210384615385,4.8,100.0,15190.0,15190.0
Provide facial and body massages.,provide facial and body massages,39-5094,Skincare Specialists,5.726873076923077,3.97,97.63,40190.0,670.0
"Stay abreast of latest industry trends, products, research, and treatments.",stay abreast of latest industry trends products research and treatments,39-5094,Skincare Specialists,0.606751923076923,4.28,99.9,40190.0,670.0
Tint eyelashes and eyebrows.,tint eyelashes and eyebrows,39-5094,Skincare Specialists,1.4838996153846151,2.84,83.07,40190.0,670.0
Collaborate with plastic surgeons and dermatologists to provide patients with preoperative and postoperative skin care.,collaborate with plastic surgeons and dermatologists to provide patients with preoperative and postoperative skin care,39-5094,Skincare Specialists,1.4383315384615385,3.96,26.74,40190.0,670.0
Sell makeup to clients.,sell makeup to clients,39-5094,Skincare Specialists,0.82215,3.26,60.91,40190.0,670.0
Advise clients about colors and types of makeup and instruct them in makeup application techniques.,advise clients about colors and types of makeup and instruct them in makeup application techniques,39-5094,Skincare Specialists,0.636441923076923,3.25,73.04,40190.0,670.0
Apply chemical peels to reduce fine lines and age spots.,apply chemical peels to reduce fine lines and age spots,39-5094,Skincare Specialists,2.1624307692307694,3.7,88.44,40190.0,670.0
Remove body and facial hair by applying wax.,remove body and facial hair by applying wax,39-5094,Skincare Specialists,4.156571538461539,3.98,92.36,40190.0,670.0
Perform simple extractions to remove blackheads.,perform simple extractions to remove blackheads,39-5094,Skincare Specialists,5.67239076923077,4.32,97.81,40190.0,670.0
"Select and apply cosmetic products such as creams, lotions, and tonics.",select and apply cosmetic products such as creams lotions and tonics,39-5094,Skincare Specialists,5.705922307692307,4.32,100.0,40190.0,670.0
Refer clients to medical personnel for treatment of serious skin problems.,refer clients to medical personnel for treatment of serious skin problems,39-5094,Skincare Specialists,0.5338776923076923,4.09,82.45,40190.0,670.0
"Treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",treat the facial skin to maintain and improve its appearance using specialized techniques and products such as peels and masks,39-5094,Skincare Specialists,5.769994615384615,4.2,99.55,40190.0,670.0
"Cleanse clients' skin with water, creams, or lotions.",cleanse clients skin with water creams or lotions,39-5094,Skincare Specialists,6.350499999999999,4.66,100.0,40190.0,670.0
"Examine clients' skin, using magnifying lamps or visors when necessary, to evaluate skin condition and appearance.",examine clients skin using magnifying lamps or visors when necessary to evaluate skin condition and appearance,39-5094,Skincare Specialists,6.288250000000001,4.68,98.79,40190.0,670.0
Demonstrate how to clean and care for skin properly and recommend skin-care regimens.,demonstrate how to clean and care for skin properly and recommend skincare regimens,39-5094,Skincare Specialists,5.9425,4.43,100.0,40190.0,670.0
Keep records of client needs and preferences and the services provided.,keep records of client needs and preferences and the services provided,39-5094,Skincare Specialists,3.952269615384615,3.97,91.82,40190.0,670.0
Sterilize equipment and clean work areas.,sterilize equipment and clean work areas,39-5094,Skincare Specialists,6.1379,4.73,100.0,40190.0,670.0
Determine which products or colors will improve clients' skin quality and appearance.,determine which products or colors will improve clients skin quality and appearance,39-5094,Skincare Specialists,5.594236153846154,4.25,99.69,40190.0,670.0
"Set up conference rooms, display tables, racks, or shelves, and arrange merchandise displays for sales personnel.",set up conference rooms display tables racks or shelves and arrange merchandise displays for sales personnel,39-6011,Baggage Porters and Bellhops,0.5926669230769231,3.11,21.19,46550.0,350.0
Complete baggage insurance forms.,complete baggage insurance forms,39-6011,Baggage Porters and Bellhops,1.9422738461538465,3.36,14.78,46550.0,350.0
"Inspect guests' rooms to ensure that they are adequately stocked, orderly, and comfortable.",inspect guests rooms to ensure that they are adequately stocked orderly and comfortable,39-6011,Baggage Porters and Bellhops,2.898876923076924,3.78,46.15,46550.0,350.0
Pick up and return items for laundry and valet service.,pick up and return items for laundry and valet service,39-6011,Baggage Porters and Bellhops,2.529747307692308,3.6,61.22,46550.0,350.0
"Page guests in hotel lobbies, dining rooms, or other areas.",page guests in hotel lobbies dining rooms or other areas,39-6011,Baggage Porters and Bellhops,1.169734615384615,3.48,46.74,46550.0,350.0
Compute and complete charge slips for services rendered and maintain records.,compute and complete charge slips for services rendered and maintain records,39-6011,Baggage Porters and Bellhops,2.556721923076924,3.53,22.42,46550.0,350.0
"Transport guests about premises and local areas, or arrange for transportation.",transport guests about premises and local areas or arrange for transportation,39-6011,Baggage Porters and Bellhops,5.400935769230769,4.34,78.71,46550.0,350.0
Maintain clean lobbies or entrance areas for travelers or guests.,maintain clean lobbies or entrance areas for travelers or guests,39-6011,Baggage Porters and Bellhops,4.757068076923077,4.21,76.59,46550.0,350.0
"Explain the operation of room features, such as locks, ventilation systems, and televisions.",explain the operation of room features such as locks ventilation systems and televisions,39-6011,Baggage Porters and Bellhops,3.30915,3.58,69.86,46550.0,350.0
"Deliver messages and room service orders, and run errands for guests.",deliver messages and room service orders and run errands for guests,39-6011,Baggage Porters and Bellhops,2.075288846153846,3.97,69.99,46550.0,350.0
"Act as part of the security team at transportation terminals, hotels, or similar establishments.",act as part of the security team at transportation terminals hotels or similar establishments,39-6011,Baggage Porters and Bellhops,3.3809734615384617,3.8,67.66,46550.0,350.0
